match_id,participant_id,champion_name,champion_id,timestamp,x_position,y_position
EUW1_7303058935,3,Mel,800,1320389,5625,5441
EUW1_7303058935,4,Caitlyn,51,1320389,7555,7811
EUW1_7303058935,5,Nautilus,111,1320389,5528,6499
EUW1_7303058935,6,Trundle,48,1320389,9985,9521
EUW1_7303058935,7,Nocturne,56,1320389,12336,10375
EUW1_7303058935,8,Cassiopeia,69,1320389,7058,12610
EUW1_7303058935,9,Draven,119,1320389,7467,6781
EUW1_7303058935,10,Rell,526,1320389,7493,6774
EUW1_7303058935,1,Kled,240,1380413,4130,6097
EUW1_7303058935,2,Diana,131,1380413,5178,8327
EUW1_7303058935,3,Mel,800,1380413,4319,8288
EUW1_7303058935,4,Caitlyn,51,1380413,3852,6167
EUW1_7303058935,5,Nautilus,111,1380413,4633,7447
EUW1_7303058935,6,Trundle,48,1380413,4876,8224
EUW1_7303058935,7,Nocturne,56,1380413,5144,8266
EUW1_7303058935,8,Cassiopeia,69,1380413,5273,8536
EUW1_7303058935,9,Draven,119,1380413,14340,14391
EUW1_7303058935,10,Rell,526,1380413,3880,6163
EUW1_7303058935,1,Kled,240,1440413,4860,5237
EUW1_7303058935,2,Diana,131,1440413,3680,4308
EUW1_7303058935,3,Mel,800,1440413,3152,3681
EUW1_7303058935,4,Caitlyn,51,1440413,7137,4984
EUW1_7303058935,5,Nautilus,111,1440413,8623,4552
EUW1_7303058935,6,Trundle,48,1440413,9673,5639
EUW1_7303058935,7,Nocturne,56,1440413,10013,5651
EUW1_7303058935,8,Cassiopeia,69,1440413,10802,10295
EUW1_7303058935,9,Draven,119,1440413,10912,5175
EUW1_7303058935,10,Rell,526,1440413,12577,11932
EUW1_7303058935,1,Kled,240,1500444,6923,13457
EUW1_7303058935,2,Diana,131,1500444,9288,5366
EUW1_7303058935,3,Mel,800,1500444,1566,1245
EUW1_7303058935,4,Caitlyn,51,1500444,3071,3732
EUW1_7303058935,5,Nautilus,111,1500444,945,664
EUW1_7303058935,6,Trundle,48,1500444,7599,2445
EUW1_7303058935,7,Nocturne,56,1500444,7533,13479
EUW1_7303058935,8,Cassiopeia,69,1500444,4911,3524
EUW1_7303058935,9,Draven,119,1500444,5714,5268
EUW1_7303058935,10,Rell,526,1500444,5014,3473
EUW1_7303058935,1,Kled,240,1560453,3457,8669
EUW1_7303058935,2,Diana,131,1560453,12360,6507
EUW1_7303058935,3,Mel,800,1560453,2503,3202
EUW1_7303058935,4,Caitlyn,51,1560453,7763,7367
EUW1_7303058935,5,Nautilus,111,1560453,9183,6577
EUW1_7303058935,6,Trundle,48,1560453,7266,13463
EUW1_7303058935,7,Nocturne,56,1560453,7427,10947
EUW1_7303058935,8,Cassiopeia,69,1560453,7386,4794
EUW1_7303058935,9,Draven,119,1560453,8229,8671
EUW1_7303058935,10,Rell,526,1560453,7367,8492
EUW1_7303058935,1,Kled,240,1620484,11133,10791
EUW1_7303058935,2,Diana,131,1620484,11056,11004
EUW1_7303058935,3,Mel,800,1620484,10620,11030
EUW1_7303058935,4,Caitlyn,51,1620484,6694,6247
EUW1_7303058935,5,Nautilus,111,1620484,10910,10963
EUW1_7303058935,6,Trundle,48,1620484,11209,11092
EUW1_7303058935,7,Nocturne,56,1620484,9715,6636
EUW1_7303058935,8,Cassiopeia,69,1620484,9370,9468
EUW1_7303058935,9,Draven,119,1620484,12211,12651
EUW1_7303058935,10,Rell,526,1620484,11601,11188
EUW1_7303058935,1,Kled,240,1680506,3116,11326
EUW1_7303058935,2,Diana,131,1680506,3061,11276
EUW1_7303058935,3,Mel,800,1680506,3482,11208
EUW1_7303058935,4,Caitlyn,51,1680506,2844,11326
EUW1_7303058935,5,Nautilus,111,1680506,3655,10700
EUW1_7303058935,6,Trundle,48,1680506,12547,13271
EUW1_7303058935,7,Nocturne,56,1680506,7776,4056
EUW1_7303058935,8,Cassiopeia,69,1680506,8559,8577
EUW1_7303058935,9,Draven,119,1680506,7392,12530
EUW1_7303058935,10,Rell,526,1680506,6719,9157
EUW1_7303058935,1,Kled,240,1740535,1656,9305
EUW1_7303058935,2,Diana,131,1740535,1664,10432
EUW1_7303058935,3,Mel,800,1740535,6515,3205
EUW1_7303058935,4,Caitlyn,51,1740535,764,9543
EUW1_7303058935,5,Nautilus,111,1740535,3207,7332
EUW1_7303058935,6,Trundle,48,1740535,1551,8972
EUW1_7303058935,7,Nocturne,56,1740535,11119,6796
EUW1_7303058935,8,Cassiopeia,69,1740535,1286,10539
EUW1_7303058935,9,Draven,119,1740535,2673,8204
EUW1_7303058935,10,Rell,526,1740535,1618,10407
EUW1_7303058935,1,Kled,240,1800556,5821,3923
EUW1_7303058935,2,Diana,131,1800556,8915,4157
EUW1_7303058935,3,Mel,800,1800556,2175,5460
EUW1_7303058935,4,Caitlyn,51,1800556,8174,8058
EUW1_7303058935,5,Nautilus,111,1800556,4698,2877
EUW1_7303058935,6,Trundle,48,1800556,7902,8047
EUW1_7303058935,7,Nocturne,56,1800556,9848,5763
EUW1_7303058935,8,Cassiopeia,69,1800556,8290,7657
EUW1_7303058935,9,Draven,119,1800556,8798,8083
EUW1_7303058935,10,Rell,526,1800556,8172,7776
EUW1_7303058935,1,Kled,240,1860588,4732,7614
EUW1_7303058935,2,Diana,131,1860588,4969,7827
EUW1_7303058935,3,Mel,800,1860588,4854,5759
EUW1_7303058935,4,Caitlyn,51,1860588,4033,4316
EUW1_7303058935,5,Nautilus,111,1860588,5117,7389
EUW1_7303058935,6,Trundle,48,1860588,5066,10182
EUW1_7303058935,7,Nocturne,56,1860588,4937,8036
EUW1_7303058935,8,Cassiopeia,69,1860588,4994,10218
EUW1_7303058935,9,Draven,119,1860588,4924,9875
EUW1_7303058935,10,Rell,526,1860588,4886,10304
EUW1_7303058935,1,Kled,240,1920612,3969,3883
EUW1_7303058935,2,Diana,131,1920612,3729,3872
EUW1_7303058935,3,Mel,800,1920612,5976,5730
EUW1_7303058935,4,Caitlyn,51,1920612,2728,6418
EUW1_7303058935,5,Nautilus,111,1920612,4136,3756
EUW1_7303058935,6,Trundle,48,1920612,4084,4603
EUW1_7303058935,7,Nocturne,56,1920612,3370,8933
EUW1_7303058935,8,Cassiopeia,69,1920612,4604,4105
EUW1_7303058935,9,Draven,119,1920612,4306,4382
EUW1_7303058935,10,Rell,526,1920612,4492,4232
EUW1_7303058935,1,Kled,240,1955693,394,462
EUW1_7303058935,2,Diana,131,1955693,2970,3270
EUW1_7303058935,3,Mel,800,1955693,5976,5730
EUW1_7303058935,4,Caitlyn,51,1955693,692,849
EUW1_7303058935,5,Nautilus,111,1955693,3829,2844
EUW1_7303058935,6,Trundle,48,1955693,1948,1753
EUW1_7303058935,7,Nocturne,56,1955693,1569,1047
EUW1_7303058935,8,Cassiopeia,69,1955693,1781,1317
EUW1_7303058935,9,Draven,119,1955693,2111,2324
EUW1_7303058935,10,Rell,526,1955693,1599,1194
